propertyName,pricing,tenure,propertyType,propertySQFT,furnishStatus,numBedroom,numBathroom
"Waltz Residences, Kuala Lumpur",690000,Freehold,Condominium,990,Semi Furnished,2 ,2 
"Continew, Pudu",556000,Freehold,Condominium,554,Semi Furnished,1 ,1 
"Parc 3, Cheras",494250,Freehold,Condominium,659,Semi Furnished,1 + 1,1 
"Far East Residence, Kuchai Lama",621900,Freehold,Serviced Residence,864,Semi Furnished,3 ,2 
"8th & Stellar, Sri Petaling",450000,Freehold,Condominium,711,Fully Furnished,1 ,2 
"Platinum Arena, Old Klang Road",480000,Freehold,Serviced Residence,908,Semi Furnished,3 ,2 
"Paraiso @ The Earth Bukit Jalil, Bukit Jalil",550000,Freehold,Condominium,986,Semi Furnished,2 + 1,2 
"Secoya Residences, Bukit Kerinchi",710005,Freehold,Condominium,1050,Semi Furnished,2 + 1,2 
"Jalan Pantai Dalam, Kuala Lumpur",301000,Freehold,Condominium,900,Unfurnished,3 ,2 
"Tria Residences @ 9 Seputeh, Old Klang Road",2000000,Freehold,Condominium,3154,Fully Furnished,5 + 2,7 + 1
"216 Residences, Kuchai Lama",300000,Freehold,Condominium,700,Unfurnished,2 ,2 
"Sky Awani 4, Danau Kota",300000,Freehold,Condominium,950,Unfurnished,3 ,2 
"Pinggiran Taman Tun Dr Ismail, TTDI",1880000,Freehold,Terrace,2200,Semi Furnished,4 ,3 
"Tuan Residency, Jalan Ipoh",405000,Freehold,Serviced Residence,862,Semi Furnished,3 ,2 
"Bukit OUG Townhouse, Bukit Jalil",598000,Freehold,Townhouse,1600,Semi Furnished,3 ,3 
"Taman Bukit Permai, Bandar Mahkota Cheras",938000,Freehold,Semi Detached,2208,Semi Furnished,4 ,3 
"Villa Angsana, Jalan Ipoh",500000,Freehold,Condominium,1323,Semi Furnished,3 ,2 
"AmpWalk, Ampang Hilir",460000,Freehold,Office,1350,Unfurnished,N / A,N / A
"Sunway Mont Residences, Mont Kiara",1800000,Freehold,Condominium,1906,Fully Furnished,4 + 1,4 
"Sunway Avila Residences, Wangsa Maju",450000,Freehold,Condominium,732,Unfurnished,4 ,3 
"Wisma UOA I, KLCC",3700000,Freehold,Office,3293,Fully Furnished,N / A,N / A
"The Goodwood Residence, Bangsar South",1891800,Freehold,Condominium,2002,Semi Furnished,4 + 1,4 + 1
"The Nest Residences, Old Klang Road",503779,Freehold,Condominium,966,Semi Furnished,3 ,2 
"Platinum Mira Residence, Cheras",0,Freehold,Condominium,10000,Unfurnished,3 ,2 
"Tria Residences @ 9 Seputeh, Old Klang Road",0,Freehold,Condominium,4080,Semi Furnished,4 + 2,6 
"BloomsVale, Old Klang Road",420000,Freehold,Condominium,1050,Fully Furnished,3 ,2 
"Tria Residences @ 9 Seputeh, Old Klang Road",1450240,Freehold,Condominium,2013,Fully Furnished,4 + 1,5 
"Vivo Residential @ 9 Seputeh, Old Klang Road",1330922,Freehold,Condominium,2470,Semi Furnished,4 + 1,5 + 1
"M Oscar, Sri Petaling",450096,Freehold,Condominium,708,Semi Furnished,2 ,2 
"Circo @ Pantai Dalam, Pantai",300000,Freehold,Serviced Residence,900,Unfurnished,3 ,2 
"Circo @ Pantai Dalam, Pantai",300000,Freehold,Condominium,900,Semi Furnished,3 ,2 
"Vista Sentul, Sentul",329000,Freehold,Condominium,700,Semi Furnished,2 ,2 
"Bliss Bayu Gasing Residency, Old Klang Road",549000,Freehold,Condominium,973,Semi Furnished,4 ,2 
"GenKL, Kuchai Lama",735000,Freehold,Condominium,1150,Semi Furnished,3 + 1,2 
"Vivo Residential @ 9 Seputeh, Old Klang Road",1468220,Freehold,Apartment,2470,Semi Furnished,4 + 2,4 + 1
"Tria Residences @ 9 Seputeh, Old Klang Road",0,Freehold,Condominium,1733,Semi Furnished,4 + 1,3 
"Jalan Pantai Dalam, Kuala Lumpur",300000,Freehold,Condominium,900,Unfurnished,3 ,2 
"Jalan Pantai Dalam, Kuala Lumpur",300000,Freehold,Condominium,900,Unfurnished,3 ,2 
"Bliss Bayu Gasing Residency, Old Klang Road",380000,Freehold,Condominium,696,Semi Furnished,2 ,2 
"Lavile, Kuala Lumpur",0,Freehold,Serviced Residence,750,Semi Furnished,2 ,2 
"The Hipster, Taman Desa",415000,Freehold,Condominium,921,Unfurnished,3 ,2 
"Vista Danau Kota, Setapak",300000,Freehold,Condominium,810,Unfurnished,3 ,2 
"Vivo Residential @ 9 Seputeh, Old Klang Road",724402,Freehold,Condominium,1238,Semi Furnished,3 ,2 
"Tria Residences @ 9 Seputeh, Old Klang Road",1196000,Freehold,Condominium,1496,Semi Furnished,3 + 1,3 
"Metro Cheras, Batu 9 Cheras",480000,Freehold,Apartment,1100,Unfurnished,3 ,2 
"Vivo Residential @ 9 Seputeh, Old Klang Road",1468220,Freehold,Condominium,2470,Semi Furnished,4 + 2,4 + 1
"Sunway Velocity TWO, Cheras",0,Freehold,Serviced Residence,685,Semi Furnished,1 + 1,2 
"The Goodwood Residence, Bangsar South",0,Freehold,Condominium,1184,Semi Furnished,4 ,3 
"Vivo Residential @ 9 Seputeh, Old Klang Road",807002,Freehold,Condominium,1288,Semi Furnished,3 ,2 
"The Goodwood Residence, Bangsar South",0,Freehold,Condominium,1378,Semi Furnished,4 + 1,4 
"Convena Residence, Bukit Jalil",420000,Freehold,Apartment,735,Unfurnished,2 ,2 
"Tria Residences @ 9 Seputeh, Old Klang Road",0,Freehold,Condominium,764,Fully Furnished,2 ,2 
"Metro Cheras, Batu 9 Cheras",440000,Freehold,Condominium,720,Semi Furnished,2 ,2 
"M Arisa, Sentul",299999,Freehold,Condominium,550,Semi Furnished,1 + 1,1 
"Axon, Bukit Bintang",668000,Freehold,Condominium,450,Fully Furnished,1 ,1 
"Tria Residences @ 9 Seputeh, Old Klang Road",617440,Freehold,Condominium,797,Semi Furnished,2 ,2 
"M Oscar, Sri Petaling",481000,Freehold,Condominium,708,Semi Furnished,2 ,2 
"Waltz Residences, Kuala Lumpur",700000,Freehold,Condominium,948,Semi Furnished,2 + 1,2 
"The Rosewoodz Residences, Bukit Jalil",540981,Freehold,Serviced Residence,770,Fully Furnished,2 ,2 
"Cubic Botanical, Kuala Lumpur",535000,Freehold,Serviced Residence,805,Semi Furnished,3 ,2 
"The Maple Residences, Old Klang Road",600001,Freehold,Serviced Residence,808,Semi Furnished,3 ,2 
"The Goodwood Residence, Bangsar South",1070000,Freehold,Condominium,1399,Semi Furnished,4 ,3 
"Taman Kepong, Kepong",998000,Freehold,Terrace,2200,Semi Furnished,4 ,3 
"Mirage Residence, KLCC",2210000,Freehold,Condominium,1464,Semi Furnished,2 ,2 
"Casa Residency, Pudu",690000,Freehold,Condominium,650,Semi Furnished,2 ,2 
"Casa Mutiara, Pudu",320000,Freehold,Condominium,355,Fully Furnished,0 ,1 
"SuCasa, Ampang Hilir",880000,Freehold,Condominium,1400,Fully Furnished,2 ,2 
"Mirage Residence, KLCC",2260000,Freehold,Condominium,1518,Semi Furnished,3 ,3 
"188 Suites, KLCC",1450000,Freehold,Condominium,1200,Fully Furnished,1 ,1 
"6 CapSquare, Dang Wangi",1390000,Freehold,Condominium,1464,Fully Furnished,2 ,2 
"Arte KL, Kuchai Lama",1050000,Freehold,Condominium,1948,Semi Furnished,4 ,3 
"Medan Idaman, Setapak",2106000,Freehold,Terrace,6200,Semi Furnished,6 ,6 
"VERVE Suites, Mont Kiara",720000,Freehold,Condominium,672,Fully Furnished,1 ,1 
"Lido Residency, Bandar Sri Permaisuri",620000,Freehold,Condominium,962,Semi Furnished,2 ,2 
"Wisma UOA I, KLCC",5500000,Freehold,Office,5586,Fully Furnished,N / A,N / A
"Sri Hijau, Bandar Mahkota Cheras",245000,Freehold,Condominium,861,Semi Furnished,3 ,2 
"Mutiara Magna, Kepong",240000,Freehold,Apartment,720,Unfurnished,3 ,2 
"Villa Laman Tasik, Bandar Sri Permaisuri",515000,Freehold,Condominium,1280,Semi Furnished,3 ,3 
"CitiZen 2, Old Klang Road",630000,Freehold,Condominium,883,Semi Furnished,3 ,3 
"CitiZen 2, Old Klang Road",630000,Freehold,Condominium,883,Semi Furnished,3 ,3 
"CitiZen 2, Old Klang Road",650000,Freehold,Condominium,883,Semi Furnished,3 ,3 
"Cheras Vista, Bandar Mahkota Cheras",735000,Freehold,Superlink,2300,Fully Furnished,4 ,3 
"Jati Selatan Apartment, Desa Petaling",265000,Freehold,Condominium,827,Semi Furnished,3 ,2 
"Taman Sungai Besi, Sungai Besi",480000,Leasehold,Condominium,1074,Fully Furnished,3 ,2 
"EkoCheras, Cheras",1050000,Freehold,Serviced Residence,1328,Semi Furnished,3 ,2 
"M Suites, Ampang Hilir",760000,Freehold,Serviced Residence,945,Semi Furnished,2 ,2 
"M Suites, Ampang Hilir",488000,Freehold,So Ho/Studio,502,Fully Furnished,0 ,1 
"Taman Midah, Cheras",5600000,Freehold,Shop,1600,Semi Furnished,4 ,4 
"M Suites, Ampang Hilir",998000,Freehold,Serviced Residence,825,Fully Furnished,1 ,1 
"M Suites, Ampang Hilir",880000,Freehold,Serviced Residence,820,Fully Furnished,1 ,1 
"216 Residences, Kuchai Lama",468350,Freehold,Condominium,658,Semi Furnished,2 ,2 
"The Landmark Residence, Bukit Bintang",300000,Freehold,Condominium,496,Fully Furnished,1 ,1 
"OG Heights, Old Klang Road",395000,Freehold,Condominium,990,Semi Furnished,3 ,2 
"Sri Jati I, Old Klang Road",350000,Freehold,Condominium,954,Semi Furnished,3 ,2 
"Sri Jati II, Old Klang Road",430000,Freehold,Condominium,1215,Semi Furnished,3 + 1,2 
"Kiara Residence 2, Bukit Jalil",620000,Freehold,Condominium,1200,Semi Furnished,3 ,2 
"Spring Avenue, Kuchai Lama",568000,Freehold,Condominium,986,Semi Furnished,3 ,2 
"Sri Jati II, Old Klang Road",475000,Freehold,Condominium,1337,Semi Furnished,3 + 1,2 
"288 Residences, Kuchai Lama",630000,Freehold,Condominium,1215,Semi Furnished,3 ,2 
"288 Residences, Kuchai Lama",630000,Freehold,Condominium,1215,Semi Furnished,3 ,2 
"De Tropicana, Kuchai Lama",320000,Freehold,Condominium,1067,Semi Furnished,3 ,2 
"Union Heights, Old Klang Road",420000,Freehold,Condominium,985,Semi Furnished,2 ,2 
"Bukit Jalil Light Integrated Business Park, Bukit Jalil",2300000,Freehold,Shop,5280,Semi Furnished,1 + 3,3 
"Kiara Residence, Bukit Jalil",550000,Freehold,Condominium,1050,Semi Furnished,3 ,2 
"Casa Magna, Kepong",320000,Freehold,Condominium,965,Semi Furnished,3 ,2 
"Southbank Residence, Old Klang Road",750000,Freehold,Condominium,935,Fully Furnished,3 ,2 
"Midfields, Sungai Besi",520000,Freehold,Condominium,1044,Semi Furnished,3 ,2 
"Emerald Hills, Alam Damai",498000,Freehold,Condominium,840,Semi Furnished,2 ,2 
"Midfields, Sungai Besi",499000,Freehold,Condominium,1044,Semi Furnished,3 ,2 
"Arte KL, Kuchai Lama",700000,Freehold,Condominium,1476,Semi Furnished,3 + 1,3 
"Taman Sri Kepong Baru, Kepong",400000,Freehold,Terrace,1050,Semi Furnished,3 ,2 
"Midfields, Sungai Besi",480000,Freehold,Condominium,1074,Semi Furnished,2 ,2 
"Midfields, Sungai Besi",490000,Freehold,Condominium,1074,Semi Furnished,3 ,2 
"288 Residences, Kuchai Lama",670000,Freehold,Condominium,1440,Semi Furnished,4 ,4 
"Amaya Maluri, Cheras",568000,Freehold,Condominium,920,Fully Furnished,2 + 1,2 
"Arte KL, Kuchai Lama",830000,Freehold,Condominium,1733,Fully Furnished,3 + 1,3 
"Taman Wangsa Permai, Kepong",1250000,Freehold,Terrace,2500,Semi Furnished,6 ,3 
"Section 6, Bandar Mahkota Cheras",580000,Freehold,Terrace,1500,Semi Furnished,4 ,3 
"OUG Parklane, Old Klang Road",1440000,Freehold,Shop,2758,Unfurnished,N / A,N / A
"Taman Bukit Maluri, Kepong",755000,Freehold,Terrace,1760,Semi Furnished,3 ,2 
"Azelia Residence, Bandar Sri Damansara",590000,Freehold,Condominium,614,Semi Furnished,1 ,1 
"OUG Parklane, Old Klang Road",345000,Freehold,Condominium,950,Semi Furnished,3 ,2 
"Residence 8, Old Klang Road",650000,Freehold,Condominium,1363,Unfurnished,3 + 1,3 
"Le Yuan Residence, Kuchai Lama",780000,Freehold,Condominium,1392,Semi Furnished,3 + 1,3 
"KL Palace Court, Kuchai Lama",615000,Freehold,Condominium,1313,Semi Furnished,3 ,2 
"Bayu Tasik 2, Bandar Sri Permaisuri",410000,Freehold,Condominium,947,Semi Furnished,3 ,2 
"Suasana Lumayan, Bandar Sri Permaisuri",480000,Freehold,Condominium,1142,Semi Furnished,4 ,2 
"Residensi Desa, Kuchai Lama",620000,Freehold,Condominium,1208,Unfurnished,3 ,3 
"Maxim Residences, Cheras",415000,Freehold,Condominium,825,Unfurnished,2 ,2 
"Shamelin Star Serviced Residences, Cheras",508000,Freehold,Condominium,774,Semi Furnished,2 + 1,2 
"SD9, Bandar Sri Damansara",940000,Freehold,Terrace,2640,Semi Furnished,4 ,3 
"Taman Bukit Maluri, Kepong",1700000,Freehold,Terrace,3520,Semi Furnished,7 ,4 
"Midfields 2, Sungai Besi",580000,Freehold,Condominium,1111,Unfurnished,3 ,2 
"Taman Ehsan, Kepong",565000,Freehold,Terrace,1650,Semi Furnished,4 ,2 
"Taman Cuepacs, Kepong",145000,Freehold,Apartment,600,Semi Furnished,2 ,1 
"Taman Wangsa Permai, Kepong",450000,Freehold,Townhouse,1000,Semi Furnished,3 ,3 
"BAM Villa, Cheras",338000,Freehold,Condominium,970,Semi Furnished,2 ,2 
"Taman Menjalara, Bandar Menjalara",990000,Freehold,Terrace,,Semi Furnished,4 ,3 
"Mahkota Garden Condominium, Bandar Mahkota Cheras",400000,Freehold,Condominium,1164,Unfurnished,3 ,2 
"Midfields 2, Sungai Besi",520000,Freehold,Condominium,1044,Semi Furnished,3 ,2 
"Sri Jati II, Old Klang Road",488000,Freehold,Condominium,1337,Semi Furnished,3 ,2 
"Menara Orkid, Sentul",299000,Freehold,Apartment,850,Semi Furnished,3 ,2 
"Taman Bukit Desa, Kepong",430000,Freehold,Townhouse,1400,Semi Furnished,3 ,2 
"KL Palace Court, Kuchai Lama",450000,Freehold,Condominium,9396,Semi Furnished,2 ,2 
"Puncak Desa Apartment, Kepong",199000,Freehold,Apartment,770,Semi Furnished,3 ,2 
"Langat Jaya, Batu 9 Cheras",318000,Freehold,Condominium,938,Semi Furnished,3 ,2 
"De Tropicana, Kuchai Lama",350000,Freehold,Condominium,969,Semi Furnished,3 ,2 
"Kiara Residence, Bukit Jalil",599000,Freehold,Condominium,1050,Semi Furnished,3 ,2 
"SD7, Bandar Sri Damansara",1100000,Freehold,Terrace,3575,Semi Furnished,4 ,3 
"Trion @ KL, Kuala Lumpur",549800,Freehold,Condominium,689,Semi Furnished,2 ,1 
"Angsana Apartment, Bandar Mahkota Cheras",228000,Freehold,Apartment,735,Semi Furnished,3 ,2 
"OG Heights, Old Klang Road",375000,Freehold,Condominium,985,Semi Furnished,2 ,2 
"OUG Parklane, Old Klang Road",330000,Freehold,Condominium,950,Semi Furnished,3 ,2 
"KM1, Bukit Jalil",850000,Freehold,Condominium,1335,Fully Furnished,3 + 1,2 + 1
"Anjung Hijau, Bukit Jalil",528000,Freehold,Condominium,980,Semi Furnished,2 + 1,2 
"Taman Midah, Cheras",7500000,Freehold,Shop,6400,Semi Furnished,N / A,N / A
"8th & Stellar, Sri Petaling",489600,Leasehold,Condominium,711,Semi Furnished,1 ,2 
"Shamelin Star Serviced Residences, Cheras",628000,Freehold,Condominium,897,Fully Furnished,2 + 1,2 
"Midfields, Sungai Besi",478000,Freehold,Condominium,1111,Semi Furnished,3 ,2 
"Anjung Hijau, Bukit Jalil",419000,Freehold,Condominium,1018,Fully Furnished,3 ,2 
"Sri Jati II, Old Klang Road",380000,Freehold,Condominium,1238,Unfurnished,3 ,2 
"Kinrara Mas, Bukit Jalil",350000,Freehold,Condominium,1091,Semi Furnished,3 ,2 
"Sri Jati II, Old Klang Road",449000,Freehold,Condominium,1260,Semi Furnished,3 + 1,2 
"OUG Parklane, Old Klang Road",330000,Freehold,Condominium,950,Semi Furnished,3 ,2 
"OUG Parklane, Old Klang Road",349000,Freehold,Condominium,950,Semi Furnished,3 ,2 
"Arena Green, Bukit Jalil",279000,Freehold,Apartment,680,Semi Furnished,2 ,2 
"The Rainz, Bukit Jalil",1080000,Freehold,Condominium,1930,Semi Furnished,5 + 1,3 
"Vista Komanwel, Bukit Jalil",410000,Freehold,Condominium,1242,Fully Furnished,3 ,2 
"The Andes, Bukit Jalil",580000,Freehold,Condominium,1005,Unfurnished,3 ,2 
"The Link 2 @ Bukit Jalil, Bukit Jalil",948000,Freehold,Condominium,1218,Unfurnished,3 ,2 
"The Link 2 @ Bukit Jalil, Bukit Jalil",920000,Freehold,Condominium,1218,Unfurnished,3 ,2 
"Arena Green, Bukit Jalil",368000,Freehold,Apartment,878,Semi Furnished,2 ,2 
"Arena Green, Bukit Jalil",406000,Freehold,Apartment,670,Unfurnished,2 ,2 
"The Z Residence, Bukit Jalil",625000,Freehold,Condominium,1232,Semi Furnished,3 ,2 
"Kinrara Mas, Bukit Jalil",420000,Freehold,Condominium,1094,Fully Furnished,3 ,2 
"OUG Parklane, Old Klang Road",360000,Freehold,Condominium,950,Semi Furnished,3 ,2 
"Miharja Apartment, Cheras",288000,Leasehold,Apartment,800,Semi Furnished,4 ,2 
"South View, Bangsar South",728000,Freehold,Condominium,823,Fully Furnished,2 ,2 
"Sri Desa, Kuchai Lama",405000,Freehold,Condominium,1084,Semi Furnished,3 ,2 
"Damansara Heights, Kuala Lumpur",7000000,Leasehold,Bungalow,6129,Semi Furnished,6 ,6 
"Bukit Segambut, Segambut",1550000,Freehold,Semi Detached,2444,Semi Furnished,4 ,4 
"Southgate, Sungai Besi",510000,Freehold,Office,852,Unfurnished,N / A,N / A
"3rd Mile Square, Old Klang Road",390000,Freehold,Office,1100,Fully Furnished,4 ,1 
"Mahkota Walk, Bandar Mahkota Cheras",540000,Freehold,Terrace,1800,Unfurnished,4 ,3 
"Section 3, Bandar Mahkota Cheras",590000,Freehold,Terrace,2000,Fully Furnished,4 ,3 
"Cheras Vista, Bandar Mahkota Cheras",750000,Freehold,Terrace,2300,Semi Furnished,4 ,3 
"Section 3, Bandar Mahkota Cheras",688000,Freehold,Terrace,1600,Unfurnished,4 ,3 
"Section 3, Bandar Mahkota Cheras",499000,Freehold,Terrace,1600,Unfurnished,4 ,3 
"Section 3, Bandar Mahkota Cheras",460000,Freehold,Terrace,1600,Unfurnished,4 ,3 
"Sri Hijau, Bandar Mahkota Cheras",295000,Freehold,Condominium,932,Unfurnished,3 ,2 
"Cheras Vista, Bandar Mahkota Cheras",738000,Freehold,Terrace,2299,Unfurnished,4 ,3 
"Mahkota Walk, Bandar Mahkota Cheras",600000,Freehold,Link,1400,Semi Furnished,4 ,3 
"Mahkota Walk, Bandar Mahkota Cheras",490000,Freehold,Terrace,1600,Unfurnished,4 ,3 
"Mahkota Walk, Bandar Mahkota Cheras",460000,Freehold,Terrace,1600,Unfurnished,4 ,3 
"Mahkota Walk, Bandar Mahkota Cheras",568000,Freehold,Terrace,1600,Unfurnished,4 ,3 
"Mahkota Walk, Bandar Mahkota Cheras",688000,Freehold,Terrace,1600,Unfurnished,4 ,3 
"Mahkota Walk, Bandar Mahkota Cheras",485000,Freehold,Terrace,1600,Unfurnished,4 ,3 
"Mahkota Walk, Bandar Mahkota Cheras",599000,Freehold,Terrace,1300,Unfurnished,4 ,3 
"Mahkota Walk, Bandar Mahkota Cheras",535000,Freehold,Link,1600,Unfurnished,4 ,3 
"Mahkota Walk, Bandar Mahkota Cheras",640000,Freehold,Terrace,1600,Unfurnished,4 ,3 
"Section 5, Bandar Mahkota Cheras",599000,Freehold,Terrace,1600,Unfurnished,4 ,3 
"Mahkota Walk, Bandar Mahkota Cheras",460000,Freehold,Terrace,1300,Unfurnished,4 ,3 
"Mahkota Walk, Bandar Mahkota Cheras",518000,Freehold,Terrace,1600,Unfurnished,4 ,3 
"Mahkota Walk, Bandar Mahkota Cheras",550000,Freehold,Terrace,1600,Unfurnished,4 ,3 
"Section 5, Bandar Mahkota Cheras",499000,Freehold,Terrace,1600,Unfurnished,4 ,3 
"Mahkota Walk, Bandar Mahkota Cheras",495000,Freehold,Terrace,1600,Unfurnished,4 ,3 
"Mahkota Walk, Bandar Mahkota Cheras",580000,Freehold,Terrace,1800,Unfurnished,4 ,3 
"Cheras Vista, Bandar Mahkota Cheras",735000,Freehold,Superlink,1800,Unfurnished,4 ,3 
"Mahkota Walk, Bandar Mahkota Cheras",649000,Freehold,Link,1600,Unfurnished,4 ,3 
"Mahkota Walk, Bandar Mahkota Cheras",500000,Freehold,Link,1600,Unfurnished,4 ,3 
"Mahkota Walk, Bandar Mahkota Cheras",475000,Freehold,Link,1300,Unfurnished,4 ,3 
"Mahkota Walk, Bandar Mahkota Cheras",580000,Freehold,Condominium,1800,Unfurnished,4 ,3 
"Mahkota Walk, Bandar Mahkota Cheras",505000,Freehold,Link,1400,Unfurnished,4 ,3 
"Mahkota Walk, Bandar Mahkota Cheras",588000,Freehold,Terrace,1600,Unfurnished,4 ,3 
"Section 3, Bandar Mahkota Cheras",650000,Freehold,Terrace,1600,Unfurnished,4 ,3 
"Teratai Apartment, Bandar Mahkota Cheras",188000,Freehold,Apartment,660,Unfurnished,3 ,2 
"Mahkota Walk, Bandar Mahkota Cheras",518000,Freehold,Terrace,1800,Unfurnished,4 ,3 
"Mahkota Walk, Bandar Mahkota Cheras",580000,Freehold,Terrace,1800,Unfurnished,4 ,3 
"Mahkota Walk, Bandar Mahkota Cheras",600000,Freehold,Terrace,1600,Unfurnished,4 ,3 
"Mahkota Walk, Bandar Mahkota Cheras",528000,Freehold,Terrace,1600,Unfurnished,4 ,3 
"Sri Hijau, Bandar Mahkota Cheras",280000,Freehold,Condominium,913,Unfurnished,3 ,2 
"Vista Mahkota Apartment, Bandar Mahkota Cheras",268000,Freehold,Apartment,872,Unfurnished,4 ,2 
"Mahkota Walk, Bandar Mahkota Cheras",650000,Freehold,Terrace,1600,Unfurnished,4 ,3 
"Mahkota Walk, Bandar Mahkota Cheras",598000,Freehold,Terrace,2000,Semi Furnished,4 ,3 
"Mahkota Walk, Bandar Mahkota Cheras",900000,Freehold,Terrace,3000,Unfurnished,5 ,4 
"Mahkota Walk, Bandar Mahkota Cheras",688000,Freehold,Terrace,1800,Unfurnished,4 ,3 
"Mahkota Walk, Bandar Mahkota Cheras",438000,Freehold,Terrace,1600,Unfurnished,4 ,3 
"Section 1, Bandar Mahkota Cheras",499000,Freehold,Terrace,1600,Unfurnished,4 ,3 
"Mahkota Walk, Bandar Mahkota Cheras",450000,Freehold,Terrace,1600,Unfurnished,4 ,3 
"Kepong Baru, Kepong",1500000,Freehold,Shop,2100,Unfurnished,N / A,N / A
"First Residence, Kepong",420000,Freehold,Condominium,930,Semi Furnished,3 ,2 
"Taman Menjalara, Bandar Menjalara",990000,Freehold,Terrace,2400,Semi Furnished,4 ,3 
"Taman Menjalara, Bandar Menjalara",518000,Freehold,Terrace,1000,Semi Furnished,3 ,2 
"Villa Serene Kiara, Mont Kiara",1850000,Freehold,Townhouse,2900,Semi Furnished,4 + 1,5 
"Baiduri Apartment, Desa Pandan",320000,Freehold,Apartment,947,Unfurnished,3 ,2 
"Taman Ehsan, Kepong",620000,Freehold,Terrace,1650,Fully Furnished,3 ,2 
"Menara Seputih, Seputeh",550000,Freehold,Condominium,1027,Fully Furnished,3 ,2 
"Kiara Green, TTDI",870000,Freehold,Townhouse,1350,Semi Furnished,3 ,2 
"KL Eco City, Mid Valley City",1454700,Freehold,Condominium,1119,Semi Furnished,2 ,2 
"Villa Putera, Putra",650000,Freehold,Condominium,1138,Fully Furnished,3 ,2 
"Kiara Green, TTDI",950000,Freehold,Townhouse,1313,Unfurnished,3 ,2 
"Papillon Desahill, Taman Desa",1380000,Freehold,Condominium,1712,Fully Furnished,4 ,2 
"Taman Abadi Indah, Taman Desa",349000,Freehold,Condominium,930,Fully Furnished,3 ,2 
"Kiara Designer Suites, Mont Kiara",780000,Freehold,Condominium,1129,Semi Furnished,3 ,2 
"Sunway SPK 3 Harmoni, Kepong",1680000,Freehold,Townhouse,2792,Fully Furnished,4 ,4 
"Fadason Villa, Jinjang",1350000,Leasehold,Terrace,3025,Semi Furnished,5 ,4 
"Midfields, Sungai Besi",480000,Freehold,Condominium,1074,Semi Furnished,3 ,2 
"Section 6, Bandar Mahkota Cheras",270000,Freehold,Condominium,938,Semi Furnished,3 ,2 
"Eastpark 72, Bandar Mahkota Cheras",1737100,Freehold,Semi Detached,4276,Unfurnished,6 ,6 
"Kampung Baru Salak Selatan, Kuala Lumpur",429000,Freehold,Serviced Residence,1140,Fully Furnished,3 ,3 
"Midfields, Sungai Besi",555000,Freehold,Condominium,1190,Fully Furnished,3 ,2 
"Taman Connaught, Cheras",2880000,Leasehold,Bungalow,8475,Fully Furnished,5 + 1,7 
